Sampling Rate : 125Hz,Duration : 20 Minutes 
1.224,0.361681329
1.232,0.358748778
1.24,0.35483871
1.248,0.351906158
1.256,0.349951124
1.264,0.348973607
1.272,0.347018573
1.28,0.345063539
1.288,0.343108504
1.296,0.34115347
1.304,0.338220919
1.312,0.336265885
1.32,0.333333333
1.328,0.331378299
1.336,0.329423265
1.344,0.327468231
1.352,0.325513196
1.36,0.324535679
1.368,0.324535679
1.376,0.323558162
1.384,0.322580645
1.392,0.321603128
1.4,0.321603128
1.408,0.320625611
1.416,0.319648094
1.424,0.31769306
1.432,0.316715543
1.44,0.314760508
1.448,0.312805474
1.456,0.311827957
1.464,0.31085044
1.472,0.308895406
1.48,0.306940371
1.488,0.304985337
1.496,0.305962854
1.504,0.309872923
1.512,0.31769306
1.52,0.332355816
1.528,0.353861193
1.536,0.384164223
1.544,0.420332356
1.552,0.463343109
1.56,0.502443793
1.568,0.54056696
1.576,0.583577713
1.584,0.625610948
1.592,0.663734115
1.6,0.695014663
1.608,0.718475073
1.616,0.734115347
1.624,0.742913001
1.632,0.744868035
1.64,0.742913001
1.648,0.737047898
1.656,0.730205279
1.664,0.722385142
1.672,0.715542522
1.68,0.710654936
1.688,0.707722385
1.696,0.706744868
1.704,0.707722385
1.712,0.711632454
1.72,0.717497556
1.728,0.724340176
1.736,0.731182796
1.744,0.738025415
1.752,0.741935484
1.76,0.742913001
1.768,0.740957967
1.776,0.736070381
1.784,0.728250244
1.792,0.717497556
1.8,0.7028348
1.808,0.687194526
1.816,0.668621701
1.824,0.650048876
1.832,0.631476051
1.84,0.61485826
1.848,0.600195503
1.856,0.588465298
1.864,0.579667644
1.872,0.572825024
1.88,0.567937439
1.888,0.565004888
1.896,0.563049853
1.904,0.561094819
1.912,0.560117302
1.92,0.557184751
1.928,0.554252199
1.936,0.550342131
1.944,0.545454545
1.952,0.539589443
1.96,0.53372434
1.968,0.52688172
1.976,0.519061584
1.984,0.51026393
1.992,0.500488759
2,0.490713587
2.008,0.480938416
2.016,0.470185728
2.024,0.460410557
2.032,0.451612903
2.04,0.442815249
2.048,0.434017595
2.056,0.427174976
2.064,0.421309873
2.072,0.41544477
2.08,0.409579668
2.088,0.404692082
2.096,0.399804497
2.104,0.394916911
2.112,0.390029326
2.12,0.386119257
2.128,0.382209189
2.136,0.377321603
2.144,0.373411535
2.152,0.3714565
2.16,0.368523949
2.168,0.366568915
2.176,0.363636364
2.184,0.360703812
2.192,0.358748778
2.2,0.355816227
2.208,0.352883675
2.216,0.350928641
2.224,0.34799609
2.232,0.346041056
2.24,0.343108504
2.248,0.34115347
2.256,0.339198436
2.264,0.337243402
2.272,0.335288368
2.28,0.333333333
2.288,0.330400782
2.296,0.328445748
2.304,0.325513196
2.312,0.322580645
2.32,0.320625611
2.328,0.31769306
2.336,0.314760508
2.344,0.311827957
2.352,0.31085044
2.36,0.309872923
2.368,0.307917889
2.376,0.306940371
2.384,0.304985337
2.392,0.30400782
2.4,0.302052786
2.408,0.301075269
2.416,0.300097752
2.424,0.299120235
2.432,0.298142717
2.44,0.2971652
2.448,0.296187683
2.456,0.296187683
2.464,0.296187683
2.472,0.295210166
2.48,0.294232649
2.488,0.293255132
2.496,0.292277615
2.504,0.290322581
2.512,0.289345064
2.52,0.287390029
2.528,0.286412512
2.536,0.285434995
2.544,0.285434995
2.552,0.289345064
2.56,0.296187683
2.568,0.307917889
2.576,0.327468231
2.584,0.353861193
2.592,0.388074291
2.6,0.430107527
2.608,0.476050831
2.616,0.523949169
2.624,0.571847507
2.632,0.616813294
2.64,0.656891496
2.648,0.688172043
2.656,0.709677419
2.664,0.722385142
2.672,0.730205279
2.68,0.73313783
2.688,0.732160313
2.696,0.72629521
2.704,0.71945259
2.712,0.711632454
2.72,0.703812317
2.728,0.697947214
2.736,0.694037146
2.744,0.693059629
2.752,0.694037146
2.76,0.695014663
2.768,0.699902248
2.776,0.706744868
2.784,0.712609971
2.792,0.718475073
2.8,0.721407625
2.808,0.723362659
2.816,0.723362659
2.824,0.718475073
2.832,0.710654936
2.84,0.698924731
2.848,0.684261975
2.856,0.667644184
2.864,0.651026393
2.872,0.632453568
2.88,0.613880743
2.888,0.596285435
2.896,0.580645161
2.904,0.567937439
2.912,0.558162268
2.92,0.551319648
2.928,0.54740958
2.936,0.543499511
2.944,0.54056696
2.952,0.538611926
2.96,0.535679374
2.968,0.532746823
2.976,0.529814272
2.984,0.524926686
2.992,0.519061584
3,0.513196481
3.008,0.505376344
3.016,0.49657869
3.024,0.487781036
3.032,0.478983382
3.04,0.469208211
3.048,0.45943304
3.056,0.450635386
3.064,0.442815249
3.072,0.434017595
3.08,0.424242424
3.088,0.41544477
3.096,0.406647116
3.104,0.398826979
3.112,0.391006843
3.12,0.383186706
3.128,0.376344086
3.136,0.370478983
3.144,0.364613881
3.152,0.360703812
3.16,0.356793744
3.168,0.352883675
3.176,0.34799609
3.184,0.344086022
3.192,0.340175953
3.2,0.336265885
3.208,0.333333333
3.216,0.329423265
3.224,0.326490714
3.232,0.323558162
3.24,0.320625611
3.248,0.318670577
3.256,0.316715543
3.264,0.315738025
3.272,0.313782991
3.28,0.311827957
3.288,0.309872923
3.296,0.306940371
3.304,0.30400782
3.312,0.302052786
3.32,0.300097752
3.328,0.2971652
3.336,0.294232649
3.344,0.291300098
3.352,0.290322581
3.36,0.288367546
3.368,0.287390029
3.376,0.285434995
3.384,0.283479961
3.392,0.28054741
3.4,0.278592375
3.408,0.276637341
3.416,0.275659824
3.424,0.27370479
3.432,0.272727273
3.44,0.270772239
3.448,0.269794721
3.456,0.268817204
3.464,0.268817204
3.472,0.268817204
3.48,0.267839687
3.488,0.265884653
3.496,0.263929619
3.504,0.260997067
3.512,0.259042033
3.52,0.256109482
3.528,0.254154448
3.536,0.253176931
3.544,0.254154448
3.552,0.258064516
3.56,0.265884653
3.568,0.279569892
3.576,0.300097752
3.584,0.329423265
3.592,0.366568915
3.6,0.410557185
3.608,0.45943304
3.616,0.511241447
3.624,0.561094819
3.632,0.607038123
3.64,0.647116325
3.648,0.679374389
3.656,0.700879765
3.664,0.712609971
3.672,0.720430108
3.68,0.722385142
3.688,0.718475073
3.696,0.712609971
3.704,0.703812317
3.712,0.695014663
3.72,0.687194526
3.728,0.681329423
3.736,0.677419355
3.744,0.677419355
3.752,0.677419355
3.76,0.679374389
3.768,0.683284457
3.776,0.68914956
3.784,0.69599218
3.792,0.700879765
3.8,0.704789834
3.808,0.705767351
3.816,0.703812317
3.824,0.696969697
3.832,0.687194526
3.84,0.673509286
3.848,0.656891496
3.856,0.640273705
3.864,0.623655914
3.872,0.605083089
3.88,0.586510264
3.888,0.568914956
3.896,0.554252199
3.904,0.541544477
3.912,0.532746823
3.92,0.525904203
3.928,0.521016618
3.936,0.517106549
3.944,0.514173998
3.952,0.512218964
3.96,0.509286413
3.968,0.505376344
3.976,0.500488759
3.984,0.495601173
3.992,0.488758553
4,0.480938416
4.008,0.47311828
4.016,0.463343109
4.024,0.454545455
4.032,0.443792766
4.04,0.434017595
4.048,0.424242424
4.056,0.416422287
4.064,0.407624633
4.072,0.397849462
4.08,0.389051808
4.088,0.379276637
4.096,0.3714565
4.104,0.362658847
4.112,0.35483871
4.12,0.34799609
4.128,0.34115347
4.136,0.33431085
4.144,0.328445748
4.152,0.324535679
4.16,0.320625611
4.168,0.31769306
4.176,0.313782991
4.184,0.31085044
4.192,0.306940371
4.2,0.30400782
4.208,0.300097752
4.216,0.2971652
4.224,0.294232649
4.232,0.291300098
4.24,0.287390029
4.248,0.285434995
4.256,0.283479961
4.264,0.281524927
4.272,0.278592375
4.28,0.275659824
4.288,0.272727273
4.296,0.270772239
4.304,0.267839687
4.312,0.264907136
4.32,0.262952102
4.328,0.26001955
4.336,0.258064516
4.344,0.256109482
4.352,0.255131965
4.36,0.254154448
4.368,0.252199413
4.376,0.250244379
4.384,0.248289345
4.392,0.246334311
4.4,0.24340176
4.408,0.241446725
4.416,0.239491691
4.424,0.23655914
4.432,0.234604106
4.44,0.232649071
4.448,0.232649071
4.456,0.232649071
4.464,0.231671554
4.472,0.230694037
4.48,0.22971652
4.488,0.228739003
4.496,0.226783969
4.504,0.224828935
4.512,0.2228739
4.52,0.219941349
4.528,0.217986315
4.536,0.216031281
4.544,0.217008798
4.552,0.220918866
4.56,0.228739003
4.568,0.24340176
4.576,0.264907136
4.584,0.295210166
4.592,0.333333333
4.6,0.379276637
4.608,0.42913001
4.616,0.481915934
4.624,0.532746823
4.632,0.579667644
4.64,0.620723363
4.648,0.649071359
4.656,0.668621701
4.664,0.683284457
4.672,0.691104594
4.68,0.691104594
4.688,0.686217009
4.696,0.676441838
4.704,0.664711632
4.712,0.65200391
4.72,0.640273705
4.728,0.631476051
4.736,0.624633431
4.744,0.62170088
4.752,0.619745846
4.76,0.620723363
4.768,0.624633431
4.776,0.629521017
4.784,0.635386119
4.792,0.640273705
4.8,0.643206256
4.808,0.642228739
4.816,0.638318671
4.824,0.631476051
4.832,0.619745846
4.84,0.611925709
4.848,0.607038123
4.856,0.597262952
4.864,0.583577713
4.872,0.567937439
4.88,0.554252199
4.888,0.541544477
4.896,0.530791789
4.904,0.522971652
4.912,0.518084066
4.92,0.514173998
4.928,0.512218964
4.936,0.511241447
4.944,0.51026393
4.952,0.508308895
4.96,0.506353861
4.968,0.504398827
4.976,0.500488759
4.984,0.495601173
4.992,0.48973607
5,0.481915934
5.008,0.474095797
5.016,0.465298143
5.024,0.455522972
5.032,0.445747801
5.04,0.43597263
5.048,0.427174976
5.056,0.419354839
5.064,0.410557185
5.072,0.400782014
5.08,0.392961877
5.088,0.384164223
5.096,0.377321603
5.104,0.370478983
5.112,0.364613881
5.12,0.358748778
5.128,0.353861193
5.136,0.348973607
5.144,0.345063539
5.152,0.34115347
5.16,0.338220919
5.168,0.335288368
5.176,0.332355816
5.184,0.328445748
5.192,0.326490714
5.2,0.323558162
5.208,0.321603128
5.216,0.319648094
5.224,0.31769306
5.232,0.316715543
5.24,0.314760508
5.248,0.314760508
5.256,0.313782991
5.264,0.313782991
5.272,0.312805474
5.28,0.311827957
5.288,0.31085044
5.296,0.31085044
5.304,0.31085044
5.312,0.31085044
5.32,0.31085044
5.328,0.31085044
5.336,0.31085044
5.344,0.31085044
5.352,0.31085044
5.36,0.311827957
5.368,0.312805474
5.376,0.312805474
5.384,0.312805474
5.392,0.312805474
5.4,0.312805474
5.408,0.311827957
5.416,0.31085044
5.424,0.31085044
5.432,0.309872923
5.44,0.308895406
5.448,0.308895406
5.456,0.308895406
5.464,0.308895406
5.472,0.308895406
5.48,0.308895406
5.488,0.309872923
5.496,0.312805474
5.504,0.318670577
5.512,0.329423265
5.52,0.347018573
5.528,0.3714565
5.536,0.403714565
5.544,0.443792766
5.552,0.482893451
5.56,0.521994135
5.568,0.568914956
5.576,0.616813294
5.584,0.662756598
5.592,0.7028348
5.6,0.736070381
5.608,0.759530792
5.616,0.774193548
5.624,0.782013685
5.632,0.782013685
5.64,0.778103617
5.648,0.77028348
5.656,0.761485826
5.664,0.751710655
5.672,0.741935484
5.68,0.734115347
5.688,0.728250244
5.696,0.72629521
5.704,0.725317693
5.712,0.728250244
5.72,0.732160313
5.728,0.736070381
5.736,0.740957967
5.744,0.742913001
5.752,0.742913001
5.76,0.740957967
5.768,0.736070381
5.776,0.727272727
5.784,0.716520039
5.792,0.7028348
5.8,0.686217009
5.808,0.669599218
5.816,0.652981427
5.824,0.636363636
5.832,0.62170088
5.84,0.608993157
5.848,0.599217986
5.856,0.591397849
5.864,0.586510264
5.872,0.582600196
5.88,0.580645161
5.888,0.578690127
5.896,0.57771261
5.904,0.574780059
5.912,0.571847507
5.92,0.567937439
5.928,0.563049853
5.936,0.556207234
5.944,0.550342131
5.952,0.543499511
5.96,0.536656891
5.968,0.527859238
5.976,0.519061584
5.984,0.51026393
5.992,0.500488759
6,0.490713587
6.008,0.480938416
6.016,0.471163245
6.024,0.462365591
6.032,0.453567937
6.04,0.444770283
6.048,0.437927664
6.056,0.432062561
6.064,0.425219941
6.072,0.419354839
6.08,0.413489736
6.088,0.407624633
6.096,0.402737048
6.104,0.397849462
6.112,0.393939394
6.12,0.390029326
6.128,0.386119257
6.136,0.382209189
6.144,0.379276637
6.152,0.377321603
6.16,0.374389052
6.168,0.3714565
6.176,0.368523949
6.184,0.366568915
6.192,0.363636364
6.2,0.361681329
6.208,0.358748778
6.216,0.356793744
6.224,0.353861193
6.232,0.351906158
6.24,0.349951124
6.248,0.34799609
6.256,0.347018573
6.264,0.345063539
6.272,0.342130987
6.28,0.340175953
6.288,0.337243402
6.296,0.335288368
6.304,0.332355816
6.312,0.330400782
6.32,0.329423265
6.328,0.327468231
6.336,0.325513196
6.344,0.324535679
6.352,0.323558162
6.36,0.322580645
6.368,0.320625611
6.376,0.319648094
6.384,0.31769306
6.392,0.315738025
6.4,0.313782991
6.408,0.311827957
6.416,0.309872923
6.424,0.306940371
6.432,0.304985337
6.44,0.303030303
6.448,0.302052786
6.456,0.303030303
6.464,0.306940371
6.472,0.316715543
6.48,0.332355816
6.488,0.356793744
6.496,0.389051808
6.504,0.430107527
6.512,0.477028348
6.52,0.527859238
6.528,0.579667644
6.536,0.630498534
6.544,0.670576735
6.552,0.7028348
6.56,0.731182796
6.568,0.753665689
6.576,0.769305963
6.584,0.7771261
6.592,0.778103617
6.6,0.775171065
6.608,0.768328446
6.616,0.761485826
6.624,0.753665689
6.632,0.747800587
6.64,0.743890518
6.648,0.740957967
6.656,0.73998045
6.664,0.741935484
6.672,0.746823069
6.68,0.752688172
6.688,0.760508309
6.696,0.767350929
6.704,0.772238514
6.712,0.775171065
6.72,0.774193548
6.728,0.77028348
6.736,0.762463343
6.744,0.750733138
6.752,0.738025415
6.76,0.720430108
6.768,0.700879765
6.776,0.679374389
6.784,0.657869013
6.792,0.636363636
6.8,0.617790811
6.808,0.602150538
6.816,0.589442815
6.824,0.579667644
6.832,0.572825024
6.84,0.568914956
6.848,0.565004888
6.856,0.563049853
6.864,0.561094819
6.872,0.559139785
6.88,0.556207234
6.888,0.541544477
6.896,0.520039101
6.904,0.506353861
6.912,0.494623656
6.92,0.484848485
6.928,0.474095797
6.936,0.464320626
6.944,0.455522972
6.952,0.445747801
6.96,0.43597263
6.968,0.425219941
6.976,0.41544477
6.984,0.404692082
6.992,0.394916911
7,0.38514174
7.008,0.376344086
7.016,0.368523949
7.024,0.360703812
7.032,0.352883675
7.04,0.347018573
7.048,0.342130987
7.056,0.337243402
7.064,0.332355816
7.072,0.327468231
7.08,0.322580645
7.088,0.318670577
7.096,0.314760508
7.104,0.31085044
7.112,0.307917889
7.12,0.30400782
7.128,0.301075269
7.136,0.299120235
7.144,0.2971652
7.152,0.295210166
7.16,0.293255132
7.168,0.290322581
7.176,0.287390029
7.184,0.285434995
7.192,0.283479961
7.2,0.28054741
7.208,0.278592375
7.216,0.276637341
7.224,0.27370479
7.232,0.270772239
7.24,0.268817204
7.248,0.26686217
7.256,0.264907136
7.264,0.262952102
7.272,0.260997067
7.28,0.258064516
7.288,0.256109482
7.296,0.253176931
7.304,0.250244379
7.312,0.248289345
7.32,0.246334311
7.328,0.244379277
7.336,0.242424242
7.344,0.241446725
7.352,0.241446725
7.36,0.241446725
7.368,0.240469208
7.376,0.239491691
7.384,0.239491691
7.392,0.238514174
7.4,0.237536657
7.408,0.237536657
7.416,0.23655914
7.424,0.234604106
7.432,0.232649071
7.44,0.230694037
7.448,0.228739003
7.456,0.227761486
7.464,0.226783969
7.472,0.226783969
7.48,0.228739003
7.488,0.23655914
7.496,0.250244379
7.504,0.271749756
7.512,0.302052786
7.52,0.34115347
7.528,0.387096774
7.536,0.438905181
7.544,0.485826002
7.552,0.528836755
7.56,0.574780059
7.568,0.619745846
7.576,0.656891496
7.584,0.687194526
7.592,0.707722385
7.6,0.71945259
7.608,0.724340176
7.616,0.722385142
7.624,0.717497556
7.632,0.709677419
7.64,0.701857283
7.648,0.694037146
7.656,0.687194526
7.664,0.684261975
7.672,0.683284457
7.68,0.684261975
7.688,0.688172043
7.696,0.694037146
7.704,0.700879765
7.712,0.707722385
7.72,0.714565005
7.728,0.718475073
7.736,0.720430108
7.744,0.717497556
7.752,0.711632454
7.76,0.7028348
7.768,0.690127077
7.776,0.673509286
7.784,0.654936461
7.792,0.634408602
7.8,0.612903226
7.808,0.592375367
7.816,0.573802542
7.824,0.557184751
7.832,0.543499511
7.84,0.532746823
7.848,0.525904203
7.856,0.520039101
7.864,0.516129032
7.872,0.513196481
7.88,0.511241447
7.888,0.509286413
7.896,0.507331378
7.904,0.50342131
7.912,0.499511241
7.92,0.494623656
7.928,0.487781036
7.936,0.479960899
7.944,0.472140762
7.952,0.464320626
7.96,0.455522972
7.968,0.445747801
7.976,0.434995112
7.984,0.424242424
7.992,0.413489736
8,0.403714565
8.008,0.393939394
8.016,0.384164223
8.024,0.374389052
8.032,0.365591398
8.04,0.358748778
8.048,0.352883675
8.056,0.347018573
8.064,0.34115347
8.072,0.335288368
8.08,0.329423265
8.088,0.324535679
8.096,0.319648094
8.104,0.315738025
8.112,0.311827957
8.12,0.307917889
8.128,0.304985337
8.136,0.302052786
8.144,0.300097752
8.152,0.299120235
8.16,0.296187683
8.168,0.294232649
8.176,0.291300098
8.184,0.289345064
8.192,0.286412512
8.2,0.283479961
8.208,0.28054741
8.216,0.278592375
8.224,0.276637341
8.232,0.27370479
8.24,0.272727273
8.248,0.270772239
8.256,0.268817204
8.264,0.265884653
8.272,0.262952102
8.28,0.26001955
8.288,0.257086999
8.296,0.254154448
8.304,0.252199413
8.312,0.249266862
8.32,0.246334311
8.328,0.24340176
8.336,0.241446725
8.344,0.239491691
8.352,0.238514174
8.36,0.23655914
8.368,0.233626588
8.376,0.230694037
8.384,0.228739003
8.392,0.226783969
8.4,0.224828935
8.408,0.221896383
8.416,0.219941349
8.424,0.218963832
8.432,0.217008798
8.44,0.217008798
8.448,0.217008798
8.456,0.216031281
8.464,0.215053763
8.472,0.213098729
8.48,0.211143695
8.488,0.209188661
8.496,0.206256109
8.504,0.204301075
8.512,0.201368524
8.52,0.19941349
8.528,0.197458456
8.536,0.196480938
8.544,0.198435973
8.552,0.201368524
8.56,0.207233627
8.568,0.217986315
8.576,0.23655914
8.584,0.261974585
8.592,0.296187683
8.6,0.339198436
8.608,0.388074291
8.616,0.440860215
8.624,0.494623656
8.632,0.54740958
8.64,0.588465298
8.648,0.622678397
8.656,0.65200391
8.664,0.675464321
8.672,0.690127077
8.68,0.696969697
8.688,0.696969697
8.696,0.691104594
8.704,0.681329423
8.712,0.670576735
8.72,0.659824047
8.728,0.650048876
8.736,0.643206256
8.744,0.638318671
8.752,0.635386119
8.76,0.636363636
8.768,0.640273705
8.776,0.646138807
8.784,0.652981427
8.792,0.659824047
8.8,0.66568915
8.808,0.669599218
8.816,0.670576735
8.824,0.667644184
8.832,0.659824047
8.84,0.650048876
8.848,0.637341153
8.856,0.620723363
8.864,0.602150538
8.872,0.582600196
8.88,0.56402737
8.888,0.545454545
8.896,0.528836755
8.904,0.516129032
8.912,0.505376344
8.92,0.497556207
8.928,0.492668622
8.936,0.498533724
8.944,0.509286413
8.952,0.514173998
8.96,0.516129032
8.968,0.516129032
8.976,0.513196481
8.984,0.51026393
8.992,0.505376344
9,0.499511241
9.008,0.492668622
9.016,0.483870968
9.024,0.475073314
9.032,0.465298143
9.04,0.457478006
9.048,0.448680352
9.056,0.439882698
9.064,0.430107527
9.072,0.420332356
9.08,0.411534702
9.088,0.402737048
9.096,0.393939394
9.104,0.386119257
9.112,0.37829912
9.12,0.3714565
9.128,0.364613881
9.136,0.358748778
9.144,0.353861193
9.152,0.349951124
9.16,0.346041056
9.168,0.342130987
9.176,0.338220919
9.184,0.335288368
9.192,0.331378299
9.2,0.327468231
9.208,0.323558162
9.216,0.320625611
9.224,0.31769306
9.232,0.314760508
9.24,0.312805474
9.248,0.31085044
9.256,0.308895406
9.264,0.306940371
9.272,0.304985337
9.28,0.302052786
9.288,0.299120235
9.296,0.296187683
9.304,0.294232649
9.312,0.291300098
9.32,0.289345064
9.328,0.287390029
9.336,0.285434995
9.344,0.285434995
9.352,0.285434995
9.36,0.284457478
9.368,0.284457478
9.376,0.283479961
9.384,0.281524927
9.392,0.28054741
9.4,0.278592375
9.408,0.276637341
9.416,0.274682307
9.424,0.272727273
9.432,0.271749756
9.44,0.270772239
9.448,0.270772239
9.456,0.270772239
9.464,0.268817204
9.472,0.267839687
9.48,0.265884653
9.488,0.263929619
9.496,0.261974585
9.504,0.26001955
9.512,0.258064516
9.52,0.256109482
9.528,0.254154448
9.536,0.253176931
9.544,0.253176931
9.552,0.252199413
9.56,0.253176931
9.568,0.255131965
9.576,0.260997067
9.584,0.271749756
9.592,0.288367546
9.6,0.313782991
9.608,0.346041056
9.616,0.386119257
9.624,0.431085044
9.632,0.480938416
9.64,0.524926686
9.648,0.56402737
9.656,0.605083089
9.664,0.643206256
9.672,0.674486804
9.68,0.696969697
9.688,0.711632454
9.696,0.718475073
9.704,0.718475073
9.712,0.713587488
9.72,0.705767351
9.728,0.69599218
9.736,0.686217009
9.744,0.677419355
9.752,0.669599218
9.76,0.664711632
9.768,0.661779081
9.776,0.662756598
9.784,0.66568915
9.792,0.671554252
9.8,0.677419355
9.808,0.684261975
9.816,0.68914956
9.824,0.692082111
9.832,0.692082111
9.84,0.68914956
9.848,0.68230694
9.856,0.673509286
9.864,0.660801564
9.872,0.647116325
9.88,0.631476051
9.888,0.615835777
9.896,0.601173021
9.904,0.589442815
9.912,0.578690127
9.92,0.571847507
9.928,0.566959922
9.936,0.563049853
9.944,0.561094819
9.952,0.560117302
9.96,0.560117302
9.968,0.560117302
9.976,0.560117302
9.984,0.559139785
9.992,0.556207234
10,0.552297165
10.008,0.548387097
10.016,0.541544477
10.024,0.534701857
10.032,0.52688172
10.04,0.519061584
10.048,0.511241447
10.056,0.501466276
10.064,0.492668622
10.072,0.482893451
10.08,0.47311828
10.088,0.464320626
10.096,0.455522972
10.104,0.447702835
10.112,0.440860215
10.12,0.434017595
10.128,0.427174976
10.136,0.42228739
10.144,0.417399804
10.152,0.413489736
10.16,0.408602151
10.168,0.404692082
10.176,0.400782014
10.184,0.396871945
10.192,0.393939394
10.2,0.391006843
10.208,0.389051808
10.216,0.386119257
10.224,0.384164223
10.232,0.382209189
10.24,0.380254154
10.248,0.37829912
10.256,0.376344086
10.264,0.374389052
10.272,0.372434018
10.28,0.370478983
10.288,0.369501466
10.296,0.367546432
10.304,0.365591398
10.312,0.362658847
10.32,0.359726295
10.328,0.356793744
10.336,0.35483871
10.344,0.352883675
10.352,0.350928641
10.36,0.348973607
10.368,0.347018573
10.376,0.345063539
10.384,0.344086022
10.392,0.342130987
10.4,0.34115347
10.408,0.340175953
10.416,0.338220919
10.424,0.337243402
10.432,0.336265885
10.44,0.335288368
10.448,0.33431085
10.456,0.333333333
10.464,0.331378299
10.472,0.329423265
10.48,0.328445748
10.488,0.326490714
10.496,0.324535679
10.504,0.321603128
10.512,0.318670577
10.52,0.315738025
10.528,0.313782991
10.536,0.313782991
10.544,0.315738025
10.552,0.320625611
10.56,0.330400782
10.568,0.347018573
10.576,0.3714565
10.584,0.402737048
10.592,0.442815249
10.6,0.487781036
10.608,0.536656891
10.616,0.586510264
10.624,0.633431085
10.632,0.675464321
10.64,0.707722385
10.648,0.730205279
10.656,0.747800587
10.664,0.759530792
10.672,0.765395894
10.68,0.765395894
10.688,0.761485826
10.696,0.754643206
10.704,0.746823069
10.712,0.739002933
10.72,0.732160313
10.728,0.727272727
10.736,0.724340176
10.744,0.722385142
10.752,0.724340176
10.76,0.728250244
10.768,0.73313783
10.776,0.73998045
10.784,0.744868035
10.792,0.748778104
10.8,0.750733138
10.808,0.748778104
10.816,0.743890518
10.824,0.734115347
10.832,0.722385142
10.84,0.708699902
10.848,0.693059629
10.856,0.675464321
10.864,0.656891496
10.872,0.638318671
10.88,0.620723363
10.888,0.606060606
10.896,0.593352884
10.904,0.582600196
10.912,0.575757576
10.92,0.57086999
10.928,0.567937439
10.936,0.565982405
10.944,0.56402737
10.952,0.563049853
10.96,0.562072336
10.968,0.559139785
10.976,0.556207234
10.984,0.548387097
10.992,0.537634409
11,0.527859238
11.008,0.519061584
11.016,0.511241447
11.024,0.502443793
11.032,0.492668622
11.04,0.484848485
11.048,0.476050831
11.056,0.467253177
11.064,0.458455523
11.072,0.449657869
11.08,0.441837732
11.088,0.434017595
11.096,0.426197458
11.104,0.418377322
11.112,0.411534702
11.12,0.405669599
11.128,0.399804497
11.136,0.394916911
11.144,0.391006843
11.152,0.386119257
11.16,0.382209189
